Document,Topic
pas kampanye akbar gelora karno jokowi guest star kakek pegang kendali 01 langsung batalin calon gibran plot twist ,5
maksud abang fahmi ngecounter framing 01 buzzer makan plus2 kriteria landas paper pakai susah akun olah data condong salah pasang calon pakai nge tag denny,5
indonesia timur gerak menang 01 amin manyala abang,8
dukung anies baswedan ahoker haha blunder nyata 01 dukung bantah warga negara indonesia jerman twit november silam,8
dukung 01 rendah dok rangkul,0
buzzer 01 pilih tolak ukur dukung ,2
live ustaz abu kurnaedi lc episode 01 kitabun nikah baitul ilmi televisi,11
kaget teman arab 01  ngejatohin pilih orang,1
he bilang 01 duit buzzerbaliho fitnah belah,2
cakap banget mas pilih amin 01 alhamdulillah,2
komitmen calon presiden prabowo pegang takut banget 01 pilih nasib minoritas indonesia,9
dukung p anies pilih langsung   bebas  rahasia dukung 01,2
artis artis hijrah pasti 01 deh,2
huehehehe suka enthusiast enak dengar dukung 01 cermin respect dengar,2
kak up tiktok the real battleground tiktok klaim belah sepele bilang artis influencer dukung 01,1
menang 01 koh ide prabowo all in,10
01 pakai foto baasyir mantap bang,5
dukung anies gagas program kerja 01 on point banget sasar pelosok desa,11
najis ganjar 01 dicurangin lawan,0
tanggap orang pengaruh 01 taruh alphar bukti,1
aduh nyata dukung 01 miris serah yakin debat mari terima lapang dada pilih orang,13
anies senggol orang jalan mana  asa dendam kesumat kasih fakta buset,3
khusus pulau propinsi transit lokasi teman dukung 01 murni ikhlas rumah lantai air bersih nyaman,5
anak anak x kenal 01 pasang miskin,2
syukur 01 dinasti partai dinasti keluarga,2
komen postingan kait 01,0
anies real hendak rakyat butuh hidup ubah 01 risiko politik langgar ham mk langgar etik komisi pemelihan beban negara jabat,12
kip program bagus luas jangkau kip hilang rujak presiden esensial 01 menang kip sasar,9
benar fakta coy 01 suka omon omon maaf,1
syarat islam nomer 01 syahadat,5
teman cari lip glaze coba merek cc sheer ice cubes deh maka shade 01 bagus banget oi harga affordable minim transfer kkv dekat,1
anies fobia islam dukung 01 otak bodoh sok sok agama asli otak kosong,5
deh benci akal sehat jalan manusia ego aku salah peduli bagus apa 01,2
tambah nu muhammadiyah mantap pilih 01,0
anies banjir fakta,7
serah deh tuhan informasi informasi teman teman barbershop ala pulau garam maduratna base yoyakarta semangat dukung 01,1
anies basi monyet butuh partai politik keluarga susilo bambang yudhoyono korban kader sang bocah calon legislatif dukung 01,12
celah dipermasalahin saking program uang bangga uang celah ngoreksi 01 ,11
01 masuk logika orang akal sehat,2
abdi mah tau kedah ngangge debat ge pilih mah tos 01,13
x dukung 01   moga sesal presiden,9
 buzerp sing kiai gontor pilih 01 mas,2
alas simple pilih 01 nderek mbak,0
pantau influencer publik figured dukung 01 fadiljaidi tasyafarasya reymbayang anisa mantan cherrybelle clarashinta khadamsidik refalhady owner bittersweet by najla owner merek kemarin hadir debat,13
jadi media 01 salah,11
01 baik  bukti kerja daerah khusus ibukota orang jakarta rasa ubah pimpin beliau,5
bahaya tah begitu bela in 01 tonton dengar beliau,2
program program keluarga harap bagus kurang  mang sempurna now tonton kasih desa program suka bikin ribut sasar pilih 01 anies lanjut program plus,11
rhoma irama elvi sukaesih inul ayo emak emak gemar dangdut legenda rapat 01,1
pilih hak bangga counter isu bohong tuju counter moga sepulanh gali abar keluarga pilih 01,1
pilih otomatis digoblok2in kubu 01,0
dukung 01 syarat mesti mudah emosi,2
pasang calon 01 etika akhlak iman insya allah amanah,1
stop bullying efek negatif pasang 01 blunder tunggu smash,1
pikir pilih 01 pikir pilih rasional asal2an sesal pilih dasar suka orang suara suara pilih dasar penting,8
nama bahlul prof otak bodoh belaga pilon bicara odgj bahagia tertawa tanggap  bahlul piara mukidi baik  langsung action masuk kandang singa biar cabik cabik lambene sing banget lihat miskin o 01,5
anies langsung mbak corla gambar dik orang tua,7
pilih israel palestina biar orang kayak beda hamas fattah gocek bang oh counter 01 beking amerika cia,5
bodoh  demokrasi pilih pasang calon ejek kayak sebut dukung 01 pintar,12
critical thinking mas menteri informasi irrasional tel mentah beliau jebak bisik mbak staf khusus olah informasi isu bohong materi black kampanye pakai tagar juta anggur 01 diviralkan,5
tenang  teman mama ku swing voter goyah 01 lihat jokowi ngobrak ngabrik konstitusi kesini correct me if i m salah teman and i ll appreciate if want to discuss it me,8
dukung 01 panas rujak rujak,0
narasi dukung 01 sungguh keri takut calon wakil presiden narasi pilih amin indonesia bahaya hancur dukung malaikat hadir pilih amin masuk neraka pilih amin ragu islam ih seyemm kayak pilih,9
kader partai artis dukung 01,2
pasang calon 01 ajak wartawan wifi,0
kemarin komen dukung 01 main crypto pola pikir,1
asa platform promosi 01 grass root desak anies nelayan tani ojek online buruh lain sadar lawan kuasa penentuanya tiktok  it is it is demo istana kalah,5
menang banget kata rendah orang rate orang masuk etika masuk etika cuman bahasa tubuh doang buzzer 01 tolol banget sumpah,5
everytime galau lihat komen orang tiktok video2nya calon presiden 01 distraksi ampuh,9
nder jujur pakai makan gratis doang solusi laku internet gratis kadang janji janji pokok pikir sasar tunggu counter 01,5
tere liye ika natasha felix siauw dukung 01 tulis,2
apa santai kayak abang pilih 01,8
dronempit 01 paham,0
01 banget negara guru civitas ingat nada langsung perintah bangga dusta halal benar narasi jiplak mu,1
populasi peduli kubu 01 fokus visi misi goreng isu,10
manusia kayak deh musnahin calon tolol anak hancur bangsa muda buzzer 01 sad banget,8
blunder saudara saudara respek dukung 01,2
lunatic 01 stop deh goreng kacang kacang kayak dukung kesal gapenting framing framing mata salah lihat,8
berat hati komentar narasi waras muak lihat dukung 01 salah alas dukung orang  waras,5
visi misi all in 01,1
untung isu yaman goreng kubu 01 goreng perang,2
santai isu bohong 01 700t alat utama sistem tahan langgar komitmen lebih bayar bongkar bangkir sumur resap lem aibon patung bambu wakil presiden menteri,9
the list oh my god of them problematic and often give konten positif ih suka banget tim 01 dukung indonesia orang orang cerdas high value,5
tonton konten 01 bang potong film drama ,11
01 acara desak kritik opini rakyat perintah jalan maaf tahan kaku dapat wajar rakyat muak bebas pelihara batas penting oligarki,12
hati hati dukung 01 galak galak oh ejek cerdas,2
abimana dukung 01,0
suporter 01 sibuk cebokin jilat usaha sanggah video et haha lupa pakai sikat kawat cebokinnya biar bersih otak  ngik ngok,11
haji jalal abdul nasir hadir kampanye buka calon presiden 01 anies baswedan purwakarta,9
sudah2 jokowi bla bla bla daerah khusus ibukota serang psi puja puji rasa pilih presiden lemah 01 anggap kuat orang nganggap napak tanah,9
frr bangsatt ketemu teman tonton desak anies cowok 01,1
cinta negara satu republik indonesia masyaallah amin 01 juang alhamdulillah,8
adem 01 rangkul golong,0
presiden gap negara gap  01 jakarta gap scbd palmerah harap presiden gap mimpi,9
buzzeer 01 kakak,0
dialog kamar dagang industri turning point pilih 01 dok presentasi enak kayak calon investor pikir tanda kontrak,13
dukung 01 waras masuk medan perang facebook dok facebook perang visi misi,1
dukung 01 kayak sakit  do not victimize urself kayak,8
anies sekongkol rusak demokrasi santun etika adab,4
habis debat kalang artis influencer selebriti instagram terang terang taruh harap pasang calon 01 masya allah moga anies bawa ubah indonesia amin,13
pilih dasar 01 anies,0
bicara didik indeks prestasi kumulatif aduh yallah manusia bilang alias tolol buzzer 01,1
liked video anies muhaimin pasang calon 01 video suka video tutup debat anies caption kandung bawang video relevan anies bahasa isyarat video2 kandung konten,11
01 bo sa uang,0
bismillah biidznillah insyaallah amin 01 anies muhaimin,1
dukung 01 urus pilih prabowo gimana2 urus,2
otot kasih fakta urus aneh 01,1
01  jakarta bikin program transportasi murah jaklingko,11
anies sila patahin asumsi 01 pakai bot baca deskripsi percaya monggo coba kasih link mungut suara,8
cape jual joget raja ratu dangdut 01,2
pilih dukung senang bang junot idola 01,2
01 dasar survei elektabilitas rendah turut pasang calon tingkat lumayan orang anggap bawa ubah kayak pasang calon harap lolos putar pasang calon,8
harap anies presiden salah harap ubah pikir dukung 01 bantu orang susah indonesia kena dampak positif juang bikin,9
partai mu masuk komunitas karbitan hasil curang kuasa arah batas tingkah laku exsekutiv ugal ugalan partai diam takut takut kayak banci buru buru pindah on 01 ubah,8
dukung amin bias masa terang terang dukung 01,2
rizieq baasyir amien rais pilih 01 malas pikir,2
informasi guys dekat pilih 01 asupan suara signifikan guys,8
ting nenek nenek semangat bakar semangat dukung 01,2
wow dukung 01 cerdas saabaar main kasar manusia putus asa beedaa belah tantrum,1
dukung 01 ngeri ngeri serang voter,8
sampak belagu dukung 01 nauzubillah,2
rg marah kerja rumah dukung 01 tonton sliweran dengar,5
pilih 01 ketegasanya lindung anak perempuan ancam keras sexual,2
wujud tenang satu ubah ayah anies pilih 01,2
dukung 01 contoh tirta nolol in pilih orang,1
pulang beda acara exited ketemu calon presiden 01,9
influencer dukung 01 adem2 lihat,2
01 dukung sayang indonesia,8
pilih bilang masuk kerja ordal 01,5
suruh 01  korupsi oh menang biar nge  korupsi formula e ups,10
01 santun norak,0
atas stunting anggar rampok giat sambung realisasi janji anak indonesia cangkem 01 janji bahan bakar minyak gratis pikir tipu,8
 01 sewa buzzer bot influencers dukung tawar 2m amin,1
01 kampanye siang dukung,5
pilih 01 kritik suka hati takut teropresi hilang program cocok saya beliau benar presiden program jalan kritik habis habis,9
main korban biasa dukung 01,2
presiden bicara undang komisi pemelihan bicara larang takut 01 keok,9
dukung 01 persis banget calon bilang langsung kasih contoh,2
persiss banget alas tulis notes andai pilih 01,2
bang 01 kasih tempe biar menang twitter fakta angin sim ,11
01 visi misi ukur aneh aneh proses akal celah hukum,1
dukung 01 ejek dukung parah barbar sok bungkus elegan,2
tertawa tertawa tertawa 01 dijateng jawa timur kalah menang daerah khusus ibukota duduk jawa suka pimpin orang yaman,5
ahok alas pilih 01 fansmu sakit kejam pilih kepala daerah dki2017 sehat sehat,1
apa rocky 01 sama visi panggung panggung kampanye salah rg lempar jaket rebut ngeritik anis ngeritik dukung jaket,5
dukung malam lampu 01 acara siang dukung,2
ah 01 bagus banget lihat rekam jejak jakarta el wadas jawa,2
yuk united state of america ragu plih 01,5
bismillah doa moga 01 menang jalan amanah lancar amin,10
tepat kampanye akbar kampanye tim 01,5
baca kolom komen fitnah tim 01 pilih anies aku daerah bogor pas komennya kayak template sumbermya,8
kalah istora inimah ayo turun tanggan 01,2
tiktok sindir influencer dukung 01 drama tolak sekian pindah belah bla bla bla panik,5
tukar peran 01 fokus sebar lebih pasang calon buang nanggepi,10
tiga calon usaha jalin kerja rakyat 01 baik profil visi misi kerja strategi persentasi,5
keluarga doktrin emak 01,0
rg jaga akal sehat andai 01 presiden blunder bijak rg segan2 hujat presiden merdeka pikir rocky gerung the real filsuf,9
suka 01 goublokk,0
kasih bukti anies jilat,7
terima kasih gabung orang orang masalah 01 waras,1
01 ubah gaung relevan partai usung nasional demokrat partai bangkit bangsa kabinet slogan ubah pas aw deklarasi anies undur nyata jalan jokowi,12
haha  netral skenario gagal langkah anies sesuai harap anies serang maaf bicara bodoh ndasmu rakyat harap 01 mundur kontestasi sarat cacat etika,1
subhanallah mantap pasang calon idam 01,1
anies baswedan muhaimin 01 salam ubah,2
mah komen instagram 01,5
idol favnya jaman bocah cilik pilih 01,2
hai posting 01,0
menteri badan usaha milik negara bangkrut tolol et fitnah 01 buset deh,1
tim laksana sidang wbp tahap bina lanjut info05 01,1
pengalaman2 muncul skenario nalar harap hadap extreme 01 waspada,1
pasang calon 01 anies baswedan pikir rakyat beliau pimpin rakyat pikir pimpin pikir rakyat,1
seragam bus kerah massa amplop 01 jumpa bus seragam amplop,1
mayoritas 01 tukang bully tahu deh condong mana,2
odgj pamer 01 harga mati,0
lini ku asli 01 pintar objektif ntahlah bayang2 partai adil sejahtera suka  calon presiden suka retorika konkret bicara,9
prabowo pindah 01 awokwokwokwok,0
besok matkul tanda kampanyr akbar 01,5
makku resah akwoakwoak dukung 01 ,0
kalah stres kak tertawa kerja pilih acakadut   proses maju calon curang lihat kuasa  kalah menang bangga pilih 01 pilih sadar etika nurani,5
ajar harto 01 kagum harto diehard soekarno,2
anies lupa obat bercak noda pikir hati salam waras,7
anjir kampus 01 cok,0
completely disagree imo calon presiden sepinter 01 kecuali baju habibie glorifikasi wajib sebar awareness rakyat jakarta lawan kampanye lawan kecap omon omon bicara doang gantung media,9
anies bilang indonesia standae ganda protes israel orang orang bodoh bodoh beliau indonesia tentang israel diri tanah palestina,4
01 beliau pimpin daerah khusus ibukota harap beliau republik indonesia 1,8
ember amat provokator urus calon kalah 01 tahu korupsi e kartu tanda duduk izin pabrik semen coba suap,1
pilih mafia tua brewok kumis hitler balik mafia tua balik sanah karuan pilih gerbong hasil bikin beres lewat covid bikin plonga plongo 01 kalah telak bego2 ,1
salut ideilesme kuat mudah bawa arus teman teman kepaslon teman bisnis pilih 01,1
semangat influencer tiktok dukung 01,2
dukung 01 x pancing opini tiktok instagram efektif tahan bro sebar isu bohong  hasil serahin tuhan apa manusia suka pikir cuko pempek coca cola,5
buset tiktok 01 dibully abis2an tolongg orang naif,1
bu siti 01 bukti isu bohong,2
ber 01 indonesia maju,8
sumuhun insya allah anies baswdan no 01 aminajadulu,2
biar dukung pasang calon 01 bahas iklan judol biar bahas capres02 melulu semangat abangkuhh bahas iklan judolnya ,1
tau terang terang dukung 01 asa ngumumin murtad,2
anies berani soekarno teroris masuk papua indonesia terima protes nyali hina proklamator ri,6
01 kampanye real bayar konser artis,5
anies percaya sosok calon pimpin baik anies sulit temu lewat pilih kali coblos 01,1
anies protes soekarno bicara,7
serang kelas gara dukung 01 kkw makan video tiktok ,11
anies aku aku non muslim kristen hina islam alas benci propaganda islam tipu anti islam penghianat bangsa,6
turun arab muslimah2 pilih 01,5
anies huahahahaha penghianat bangsa cari benar ajar indonesia layar israel pakai interaksi,4
coba bang terang terang pilih 01 xixixiixi,2
busana apa kenal anies cocok debat oke make busana  aura pimpin lupa pilih 01 teman,13
haru anak pelosok didik program indonesia ajar temu gagas program hebat anies ayo pilih 01 anies cak imin ubah,11
sadar erik sebar in isu murah tonton debat terahir v anis calon presiden 01 niat bicara meruba badan usaha milik negara koperasi visi misi anis ribu,13
daerah timur kunjung 01 debat mas anies serasa katong orang papua singkat tong kayak bisik,13
sreg 01 maaf,0
anies buta anggap tonton video dukung penuh tindak apa israel bunuh masyarakat palestina fitnah masyarakat palestina lawan israel hamas teroris bilang dukung palestina teroris,4
blio pakai bahan goreng tim sukses pasang calon terima pakai jaket nyar takut dukung 01 panggung anis  maksud anis diframing dukung salah,5
muka dukung 01 adem,0
anies wajar bilang penghianat bangsa benci islam muslim senang hina agama orang ateis wajar agama khianat ajar agama,6
